"Order";"MS.Zoning";"Lot.Area";"Alley";"Neighborhood";"Overall.Qual";"Year.Built";"Year.Remod.Add";"X1st.Flr.SF";"X2nd.Flr.SF";"Gr.Liv.Area";"Total.Bsmt.SF";"Bsmt.Full.Bath";"Bsmt.Half.Bath";"Full.Bath";"Half.Bath";"TotRms.AbvGrd";"Garage.Cars";"Garage.Area";"Yr.Sold";"Sale.Condition";"SalePrice"
220;"RL";11341;NA;"Sawyer";5;1957;1996;1392;0;1392;1392;1;0;1;1;5;2;528;2010;"Normal";121500
221;"RL";8521;NA;"Sawyer";5;1967;1967;912;0;912;912;0;0;1;0;5;1;336;2010;"Normal";125000
222;"RL";8246;NA;"Sawyer";5;1968;2001;1060;0;1060;1060;1;0;1;0;6;1;270;2010;"Normal";154000
223;"RL";7800;NA;"Sawyer";5;1966;2008;892;0;892;864;1;0;1;0;5;1;416;2010;"Normal";137900
224;"RL";9364;NA;"Sawyer";6;1969;1969;663;689;1352;663;0;0;1;1;7;1;299;2010;"Normal";158000
225;"RL";7832;NA;"Sawyer";5;1968;1968;864;0;864;864;1;0;1;0;4;1;280;2010;"Normal";137250
226;"RL";7424;NA;"Sawyer";5;1978;1978;1373;0;1373;1319;1;0;1;0;5;2;591;2010;"Normal";160250
227;"RL";11227;NA;"Sawyer";5;1968;1968;720;720;1440;720;0;0;1;1;7;2;480;2010;"Normal";163000
228;"RL";11616;NA;"Sawyer";6;1978;1978;672;714;1386;672;0;0;2;1;6;2;440;2010;"Abnorml";158900
229;"RL";14000;NA;"ClearCr";7;1996;1997;1306;954;2260;1306;1;0;2;1;7;2;533;2010;"Normal";328000
230;"RL";20062;NA;"ClearCr";7;1977;2001;1483;0;1483;1420;1;0;1;1;4;2;690;2010;"Normal";270000
231;"RL";9259;NA;"Sawyer";4;1927;1950;756;0;756;660;0;0;1;0;4;2;440;2010;"Normal";85000
232;"RL";9600;NA;"Sawyer";4;1950;1995;1067;0;1067;1067;0;0;2;0;4;2;436;2010;"Normal";128000
233;"RL";23595;NA;"ClearCr";7;1979;1979;1332;192;1524;1332;2;0;0;1;4;2;586;2010;"Normal";260000
234;"RL";17082;NA;"ClearCr";6;1978;1992;1117;864;1981;1117;1;0;2;1;8;2;522;2010;"Normal";230000
235;"RL";18600;NA;"Edwards";3;1938;1990;1052;558;1610;972;0;1;2;0;8;1;480;2010;"Normal";124000
236;"RL";10625;NA;"Edwards";5;1920;1950;835;0;835;458;0;0;1;0;5;1;366;2010;"Abnorml";83000
237;"RL";11479;NA;"Edwards";6;1950;1987;1074;0;1074;663;1;0;1;0;6;1;467;2010;"Normal";144500
238;"RL";9571;NA;"Edwards";5;1956;1956;1144;0;1144;1144;1;0;1;0;6;1;596;2010;"Normal";129000
239;"RL";9350;NA;"Edwards";4;1947;1979;1169;0;1531;756;0;0;1;0;8;1;209;2010;"Normal";127000
240;"RL";9525;NA;"Edwards";5;1954;1998;1172;0;1172;1172;1;0;1;0;5;1;366;2010;"Normal";128000
241;"RL";10420;NA;"Edwards";6;2009;2009;1212;0;1212;1212;0;0;2;0;6;2;460;2010;"Normal";186000
242;"RL";17485;NA;"Edwards";7;2009;2010;1508;0;1508;1508;1;0;1;0;5;2;572;2010;"Partial";308030
243;"RL";11200;NA;"Edwards";5;1964;1964;1298;0;1298;1250;0;0;2;0;5;2;504;2010;"Normal";114000
244;"RL";11100;NA;"Edwards";4;1946;2006;930;0;930;0;0;0;1;0;6;1;308;2010;"Abnorml";84900
245;"RL";9206;NA;"SawyerW";6;1985;1985;977;755;1732;741;0;0;2;1;7;2;476;2010;"Normal";178000
246;"RL";11980;NA;"SawyerW";7;1987;1987;1433;0;1433;1433;1;0;1;1;4;2;528;2010;"Normal";270000
247;"RL";12361;NA;"SawyerW";6;1993;1993;964;838;1802;946;0;1;2;1;8;4;1017;2010;"Normal";218000
248;"RL";9938;NA;"SawyerW";7;1993;1994;1062;887;1949;1050;1;0;2;1;8;2;574;2010;"Normal";236000
249;"RL";9069;NA;"SawyerW";6;1992;1992;996;0;996;936;1;0;1;0;5;2;564;2010;"Normal";147000
250;"RL";10475;NA;"CollgCr";8;2008;2008;1694;0;1694;1694;0;0;2;0;7;3;776;2010;"Normal";245350
251;"RL";6762;NA;"CollgCr";7;2006;2006;1208;0;1208;1187;1;0;2;0;6;2;632;2010;"Normal";206000
252;"RL";10402;NA;"CollgCr";7;2009;2009;1226;0;1226;1226;0;0;2;0;6;3;740;2010;"Normal";198900
253;"RL";7360;NA;"CollgCr";7;2010;2010;1222;0;1222;1222;0;0;2;0;6;2;615;2010;"Normal";187000
254;"RL";12376;NA;"SawyerW";7;1990;1990;1699;1523;3222;1673;1;0;3;0;11;3;594;2010;"Normal";320000
255;"RL";14235;NA;"SawyerW";6;1900;1993;831;614;1445;676;0;0;2;0;6;2;484;2010;"Normal";138500
256;"RL";8816;NA;"ClearCr";6;1971;1971;1052;0;1052;1010;1;0;1;0;6;2;440;2010;"Normal";155000
257;"RL";11105;NA;"CollgCr";5;1996;1996;965;0;965;870;1;0;1;0;4;2;580;2010;"Normal";159000
258;"RL";9337;NA;"CollgCr";7;1997;1998;892;800;1692;878;0;0;2;1;8;2;513;2010;"Normal";191000
259;"RL";8750;NA;"CollgCr";6;1998;1998;804;878;1682;804;0;0;2;1;7;2;523;2010;"Normal";200500
260;"RL";15240;NA;"CollgCr";5;1977;2004;1026;0;1026;1026;1;0;1;1;5;1;308;2010;"Normal";150000
261;"RL";10900;NA;"CollgCr";6;1977;1977;689;703;1392;689;0;0;1;1;6;1;299;2010;"Normal";161750
262;"RL";10650;NA;"CollgCr";5;1976;1976;894;0;894;894;1;0;1;0;5;1;308;2010;"Normal";128200
263;"RL";7480;NA;"CollgCr";5;1972;1972;876;0;876;876;1;0;1;0;5;2;484;2010;"Normal";127000
264;"RL";10389;NA;"CollgCr";8;2003;2003;1978;0;1978;1978;1;0;2;1;8;3;850;2010;"Normal";318000
265;"RL";11423;NA;"CollgCr";8;2001;2002;1601;0;1601;1581;1;0;2;0;6;2;670;2010;"Normal";272000
266;"RL";9548;NA;"CollgCr";7;2003;2003;941;888;1829;941;1;0;2;1;7;2;613;2010;"Normal";237000
267;"RL";9375;NA;"CollgCr";7;1997;1997;1044;1054;2098;1040;0;0;2;1;9;2;621;2010;"Normal";240000
268;"RL";12137;NA;"CollgCr";7;1998;1998;1661;0;1661;1649;0;0;2;0;6;2;598;2010;"Normal";224900
269;"RM";4435;NA;"CollgCr";6;2003;2003;848;0;848;848;1;0;1;0;4;2;420;2010;"Normal";143750
270;"RM";4426;NA;"CollgCr";6;2004;2004;848;0;848;848;1;0;1;0;3;2;420;2010;"Normal";143000
271;"RL";10635;NA;"CollgCr";8;2003;2003;1668;0;1668;1657;1;0;2;0;8;2;502;2010;"Normal";232000
272;"RL";8400;NA;"CollgCr";7;2004;2005;1484;0;1484;1473;1;0;2;0;7;2;606;2010;"Normal";213000
273;"RL";8773;NA;"CollgCr";7;2004;2004;1414;0;1414;1414;0;0;2;0;6;2;494;2010;"Normal";185500
274;"RL";8777;NA;"Edwards";3;1945;2007;640;0;640;0;0;0;1;0;5;1;240;2010;"Normal";84900
275;"RL";8842;NA;"Edwards";5;1954;1954;992;0;992;381;0;0;1;0;6;1;319;2010;"Abnorml";155891
276;"RL";9825;NA;"Edwards";5;1965;1965;1664;0;1664;0;0;0;2;0;8;0;0;2010;"Normal";100000
277;"RL";10044;NA;"Edwards";5;1968;1968;1196;0;1196;1196;1;0;1;0;6;1;336;2010;"Normal";144000
278;"RL";11792;NA;"Edwards";4;1948;1950;792;328;1120;744;0;0;1;0;5;2;480;2010;"Abnorml";64000
279;"RL";6305;NA;"Edwards";6;1975;1975;1096;0;1096;1008;1;0;1;0;5;1;352;2010;"Normal";125200
280;"RL";7819;NA;"Edwards";6;1976;1976;1117;0;1117;1029;1;0;1;0;6;2;672;2010;"Abnorml";107000
281;"RL";6410;NA;"Edwards";4;1958;1958;960;0;960;960;0;0;1;0;5;0;0;2010;"Normal";90000
282;"RM";8546;NA;"Edwards";4;2003;2004;1121;0;1121;1121;0;0;2;0;5;2;440;2010;"Normal";140000
283;"RL";8741;NA;"Edwards";6;1945;1950;798;689;1487;735;0;0;1;1;7;1;220;2010;"Normal";113000
284;"RL";12180;NA;"Edwards";4;1941;1950;672;252;924;672;1;0;1;0;5;1;280;2010;"Normal";80000
285;"RL";8562;NA;"Edwards";5;1957;2002;1526;0;1526;1216;0;0;1;0;7;1;364;2010;"Normal";144500
286;"RL";4853;NA;"SWISU";5;1924;1999;1296;0;1296;1107;0;0;2;0;5;1;260;2010;"Normal";104000
287;"RL";6858;NA;"SWISU";6;1915;1950;841;806;1647;806;1;0;1;1;6;1;216;2010;"Normal";128000
288;"RL";8212;"Grvl";"Edwards";3;1914;1950;864;0;864;864;1;0;1;0;5;1;200;2010;"Normal";58500
289;"RL";5000;"Pave";"SWISU";5;1924;1950;1026;665;1691;1026;0;0;2;0;6;1;308;2010;"Normal";127000
290;"RL";7890;NA;"SWISU";6;1939;1950;856;0;856;856;1;0;1;0;4;2;399;2010;"Normal";126000
291;"RH";7200;"Pave";"SWISU";4;1967;1967;862;1788;2650;0;0;0;3;0;10;0;0;2010;"Normal";160000
292;"RL";9839;NA;"SWISU";5;1931;1950;894;772;1666;894;1;0;1;0;7;0;0;2010;"Normal";100000
293;"RL";9638;NA;"SWISU";6;1919;1990;1699;748;2447;804;0;0;2;0;10;1;336;2010;"Normal";169000
294;"RL";10452;NA;"Crawfor";7;1941;1985;1225;908;2133;1528;1;0;1;1;8;1;312;2010;"Normal";257500
295;"RL";15600;NA;"Crawfor";5;1950;1991;1102;1075;2177;1032;0;0;2;1;11;2;484;2010;"Normal";215000
296;"RL";9042;NA;"Crawfor";7;1941;2006;1188;1152;2340;1152;0;0;2;0;9;1;252;2010;"Normal";266500
297;"RL";17500;NA;"Crawfor";7;1959;2002;1902;0;1902;1902;1;0;2;0;7;2;567;2010;"Normal";335000
298;"RL";19645;NA;"Crawfor";7;1994;2007;896;756;1652;423;1;0;2;1;6;2;473;2010;"Normal";203135
299;"RM";3907;NA;"Blueste";8;1989;1989;1034;0;1034;982;1;0;1;0;4;2;598;2010;"Normal";185000
300;"RM";3907;NA;"Blueste";8;1989;1989;1191;0;1191;1191;0;0;2;0;5;2;531;2010;"Normal";162500
301;"RL";15602;NA;"Crawfor";7;1959;1997;1801;0;1801;1501;1;0;2;0;6;2;484;2010;"Normal";289000
302;"RM";5436;NA;"IDOTRR";4;1922;2007;796;358;1154;796;1;0;1;0;7;1;240;2010;"Normal";125500
303;"RM";8154;NA;"IDOTRR";2;1941;1950;540;0;540;480;0;0;1;0;4;1;200;2010;"Normal";82000
304;"RM";9140;NA;"IDOTRR";6;1921;1975;727;380;1107;629;0;0;1;0;5;1;625;2010;"Normal";110000
305;"C (all)";7500;NA;"IDOTRR";4;1920;1950;698;430;1128;698;0;0;1;0;6;2;528;2010;"Abnorml";68400
306;"C (all)";8712;"Pave";"IDOTRR";4;1900;1950;859;319;1178;859;0;0;1;0;7;1;384;2010;"Abnorml";102776
307;"C (all)";8712;NA;"IDOTRR";5;1952;1952;1044;0;1044;540;0;0;1;0;4;2;504;2010;"Alloca";55993
308;"C (all)";8712;NA;"IDOTRR";4;1896;1950;952;0;952;756;0;0;1;0;5;1;330;2010;"Alloca";50138
309;"RM";3811;NA;"Crawfor";8;2004;2005;1646;0;1646;1594;1;1;2;0;5;2;525;2010;"Normal";246000
310;"RL";11050;NA;"Mitchel";8;1998;1999;1036;880;1916;1049;1;0;2;1;8;3;741;2010;"Normal";254900
311;"RL";9620;NA;"Mitchel";6;1977;1977;1285;0;1285;1243;0;1;2;0;6;2;473;2010;"Normal";190000
312;"RL";9196;NA;"Mitchel";7;2003;2003;1560;0;1560;1560;0;0;2;0;7;2;573;2010;"Normal";201000
313;"RL";12328;NA;"Mitchel";6;1976;1976;1034;0;1034;1012;1;0;1;0;6;3;888;2010;"Normal";169900
314;"RL";12760;NA;"Mitchel";6;1976;1976;2048;0;2048;1958;0;0;3;0;9;2;776;2010;"Normal";170000
315;"RL";57200;NA;"Timber";5;1948;1950;1687;0;1687;747;1;0;1;0;7;2;572;2010;"Normal";160000
316;"RL";11896;NA;"Timber";7;2008;2008;1346;0;1346;1336;1;0;2;0;6;3;660;2010;"Normal";220000
317;"RL";9803;NA;"Timber";7;2009;2010;1214;0;1214;1214;0;0;2;0;6;2;520;2010;"Partial";179781
318;"RL";9802;NA;"Timber";5;2006;2007;744;700;1444;384;0;0;2;1;7;2;400;2010;"Normal";174000
319;"RL";12003;NA;"Timber";8;2009;2010;774;1194;1968;774;0;0;2;1;8;3;680;2010;"Partial";269500
320;"RL";11316;NA;"Timber";7;2002;2003;824;1070;1894;817;1;0;2;1;8;2;510;2010;"Normal";214900
321;"RL";14191;NA;"Timber";8;2002;2002;993;915;1908;967;0;0;2;1;9;2;431;2010;"Normal";202900
322;"RL";13214;NA;"Timber";9;2008;2009;2018;0;2018;2002;0;0;2;0;10;3;746;2010;"Normal";378500
323;"RL";15300;NA;"Mitchel";5;1965;1977;1264;0;1264;1068;1;0;1;0;7;2;528;2010;"Normal";169000
324;"RL";10114;NA;"Mitchel";5;2004;2005;1430;0;1430;1430;0;0;2;0;7;2;624;2010;"Normal";173500
325;"RL";9400;NA;"Mitchel";6;1971;1971;912;912;1824;912;0;0;2;2;8;0;0;2010;"Normal";139000
326;"RL";11875;NA;"Mitchel";5;1999;1999;1344;0;1344;1344;0;0;2;0;7;2;686;2010;"Normal";166500
327;"RM";1974;NA;"MeadowV";4;1973;1973;546;546;1092;546;0;0;1;1;6;1;286;2010;"Normal";83500
328;"RM";2394;NA;"MeadowV";5;1973;1973;945;0;945;945;1;1;1;0;5;1;253;2010;"Normal";119500
329;"RM";2592;NA;"MeadowV";5;1976;1976;536;576;1112;536;0;0;1;1;4;1;336;2010;"Normal";85000
330;"RM";1476;NA;"MeadowV";4;1970;1970;546;546;1092;546;0;0;1;1;5;0;0;2010;"Normal";76000
331;"RM";1491;NA;"MeadowV";4;1972;1972;630;0;630;630;1;0;1;0;3;0;0;2010;"Normal";75500
332;"RM";1900;NA;"MeadowV";4;1970;1970;546;546;1092;546;0;0;1;1;5;0;0;2010;"Normal";88250
333;"RM";1890;NA;"MeadowV";4;1972;1972;546;546;1092;546;0;0;1;1;5;1;286;2010;"Normal";85500
334;"RL";6953;NA;"Mitchel";5;1971;2004;874;0;874;864;0;0;1;0;5;1;352;2010;"Normal";130000
335;"RL";26142;NA;"Mitchel";5;1962;1962;1188;0;1188;1188;0;0;1;0;6;1;312;2010;"Normal";157900
336;"RL";12887;NA;"Mitchel";5;1984;1984;833;0;833;833;1;0;1;0;5;2;495;2010;"Normal";149900
337;"RL";7700;NA;"Mitchel";5;1985;1986;1216;1216;2432;1216;0;0;4;2;10;2;616;2010;"Normal";159000
338;"RL";10475;NA;"Mitchel";5;1991;1991;624;650;1274;624;0;0;1;1;6;2;576;2010;"Normal";136000
339;"RL";10544;NA;"Mitchel";5;1969;1969;864;615;1479;864;0;0;2;0;8;1;275;2010;"Normal";161000
340;"RL";9892;NA;"Mitchel";8;1994;1995;1803;0;1803;1679;1;1;2;1;6;2;482;2010;"Normal";285000
341;"RL";12961;NA;"Mitchel";6;1993;1994;1152;645;1797;1152;1;0;2;1;7;2;616;2010;"Normal";231000
342;"RL";13008;NA;"NAmes";6;1956;1956;882;0;882;882;0;0;1;0;5;1;502;2009;"Normal";124500
343;"RL";10200;NA;"NAmes";6;1974;1974;1434;0;1434;1434;1;0;2;0;7;2;528;2009;"Normal";157000
344;"RL";13860;NA;"NAmes";8;1972;1995;2000;704;2704;1952;1;0;2;1;9;2;538;2009;"Normal";345000
345;"RL";10179;NA;"Gilbert";6;1997;1997;945;663;1608;945;0;0;2;1;7;2;470;2009;"Normal";189500
346;"RL";11792;NA;"Gilbert";8;2003;2003;1008;1275;2283;1008;0;0;2;1;9;3;632;2009;"Normal";270000
347;"RL";8400;NA;"Gilbert";7;1996;1997;958;670;1628;384;0;0;2;1;7;2;390;2009;"Normal";189000
348;"RL";14892;NA;"Gilbert";9;2006;2007;1746;0;1746;1746;1;0;2;0;7;3;758;2009;"Normal";377500
349;"RL";8530;NA;"Gilbert";7;1995;1996;804;670;1474;384;0;0;2;1;7;2;400;2009;"Normal";168500
350;"RL";7296;NA;"StoneBr";8;2004;2005;2522;0;2522;2208;1;0;2;0;8;2;564;2009;"Normal";375000
351;"RL";5664;NA;"StoneBr";8;2000;2000;1659;0;1659;1501;1;0;2;0;5;2;499;2009;"Normal";278000
352;"RL";7380;NA;"StoneBr";8;1998;1998;1478;0;1478;1418;1;0;2;0;5;2;495;2009;"Normal";240000
353;"RL";8013;NA;"StoneBr";8;1995;1996;1734;0;1734;1587;1;0;2;0;6;2;528;2009;"Normal";239500
354;"RL";8923;NA;"Gilbert";7;1998;1998;751;631;1382;384;0;0;2;1;7;2;396;2009;"Normal";177500
355;"RL";10141;NA;"Gilbert";7;1998;1998;885;833;1718;832;0;0;2;1;7;2;427;2009;"Normal";185000
356;"RL";7500;NA;"Gilbert";6;1998;1999;952;684;1636;952;1;0;2;1;7;2;440;2009;"Normal";191000
357;"RL";7837;NA;"Gilbert";6;1993;1994;799;772;1571;799;0;0;2;1;7;2;380;2009;"Normal";178000
358;"RL";9765;NA;"Gilbert";6;1993;1993;680;790;1470;680;0;0;2;1;6;2;420;2009;"Normal";185000
359;"RL";8803;NA;"Gilbert";6;1994;1995;707;809;1516;707;1;0;2;1;7;2;409;2009;"Normal";181316
360;"RL";7250;NA;"Gilbert";6;1993;1993;1190;0;1190;1181;0;0;2;0;6;2;430;2009;"Normal";166000
361;"RL";9636;NA;"Gilbert";6;1992;1993;808;785;1593;808;0;0;2;1;7;2;389;2009;"Normal";178000
362;"RL";8125;NA;"Gilbert";6;1994;1995;702;779;1481;702;0;0;2;1;6;2;343;2009;"Normal";174000
363;"RL";9248;NA;"Gilbert";6;1992;1992;1167;0;1167;1158;1;0;2;0;6;2;400;2009;"Normal";173000
364;"RL";10762;NA;"Gilbert";7;1999;1999;1005;978;1983;978;0;0;2;1;9;2;490;2009;"Normal";225000
365;"RL";11851;NA;"Gilbert";7;1990;1990;1442;0;1442;1424;0;0;2;0;5;2;500;2009;"Normal";180500
366;"RL";5814;NA;"StoneBr";8;1984;1984;1360;0;1360;1220;1;0;1;0;4;2;565;2009;"Abnorml";187500
367;"RL";17423;NA;"StoneBr";9;2008;2009;2234;0;2234;2216;1;0;2;0;9;3;1166;2009;"Partial";501837
368;"RL";11844;NA;"StoneBr";8;2008;2008;2046;0;2046;2046;0;0;2;1;7;3;834;2009;"Partial";372500
369;"RL";16158;NA;"StoneBr";7;2005;2005;1530;0;1530;1530;1;0;2;0;7;2;430;2009;"Normal";260000
370;"RL";11900;NA;"Gilbert";5;1977;1977;946;988;1934;1122;1;0;2;1;6;2;567;2009;"Normal";185000
371;"RL";13005;NA;"NWAmes";7;1980;1980;1153;1200;2353;845;1;0;2;1;10;2;484;2009;"Normal";260000
372;"RL";17043;NA;"NWAmes";6;1979;1998;1586;0;1586;1362;0;0;2;0;7;2;435;2009;"Normal";181000
373;"RL";11900;NA;"NWAmes";7;1977;1977;1411;0;1411;1386;0;0;2;0;6;2;544;2009;"Family";82500
374;"RL";16635;NA;"NWAmes";6;1977;2000;1602;0;1602;1602;0;1;2;0;8;2;529;2009;"Normal";215000
375;"RL";13250;NA;"NWAmes";7;1978;1978;1154;896;2050;832;0;0;2;1;8;2;529;2009;"Abnorml";154000
376;"RL";10928;NA;"NWAmes";6;1978;1986;1671;0;1671;1427;0;0;2;0;7;2;484;2009;"Normal";200000
377;"RL";12388;NA;"NWAmes";7;1980;1991;1539;1134;2673;1043;0;0;2;1;9;2;441;2009;"Normal";249000
378;"RL";14115;NA;"NWAmes";7;1980;1980;1472;0;1472;1372;1;0;2;0;6;2;588;2009;"Normal";187500
379;"RL";11088;NA;"NWAmes";6;1978;1998;1707;0;1707;1140;0;0;2;0;7;2;479;2009;"Normal";184000
380;"RL";9600;NA;"NWAmes";8;1981;1981;2524;0;2524;2524;1;0;2;1;9;2;542;2009;"Normal";278000
381;"RL";11880;NA;"NWAmes";7;1978;1978;1601;0;1601;1271;0;0;2;0;7;2;478;2009;"Abnorml";157000
382;"RL";10400;NA;"NWAmes";7;1976;1976;1370;0;1370;1090;0;0;2;0;6;2;479;2009;"Family";152000
383;"RL";10304;NA;"NWAmes";5;1976;1976;1088;780;1868;780;1;0;2;1;9;2;484;2009;"Normal";197500
384;"FV";7000;NA;"Somerst";7;2003;2003;1016;868;1884;926;1;0;2;1;7;2;581;2009;"Normal";240900
385;"FV";8004;NA;"Somerst";8;2009;2009;832;1103;1935;832;1;0;2;1;8;2;552;2009;"Partial";263435
386;"FV";7500;NA;"Somerst";8;2000;2001;1058;816;1874;1058;0;0;2;1;7;2;588;2009;"Normal";220000
387;"FV";8470;NA;"Somerst";8;2002;2002;972;839;1811;972;0;0;2;1;7;2;565;2009;"Normal";235000
388;"RL";9373;NA;"NWAmes";5;1975;1975;1621;0;1621;1621;1;0;2;0;7;2;478;2009;"Normal";213000
389;"RL";10140;NA;"NWAmes";6;1974;1974;1116;0;1116;1116;1;0;2;0;6;2;528;2009;"Normal";167900
390;"RL";11050;NA;"NWAmes";7;1975;1975;1193;0;1193;1176;0;0;2;0;5;2;506;2009;"Normal";158000
391;"RL";10140;NA;"NWAmes";6;1974;1974;1350;0;1350;1064;0;0;2;0;7;2;478;2009;"Normal";165000
392;"RL";10448;NA;"NWAmes";6;1972;1972;1378;741;2119;689;0;0;2;1;7;2;583;2009;"Abnorml";158000
393;"RL";9000;NA;"NAmes";5;1974;1974;896;896;1792;896;0;0;2;2;8;0;0;2009;"Normal";136000
394;"RL";8750;NA;"NAmes";5;1970;1970;1002;0;1002;1002;1;0;1;0;5;2;902;2009;"Normal";148500
395;"RL";7930;NA;"NAmes";6;1969;2005;1026;0;1026;1026;1;0;1;0;5;2;440;2009;"Normal";156000
396;"RL";7830;NA;"NAmes";5;1970;1970;1180;0;1180;1180;0;0;1;1;6;2;477;2009;"Normal";128000
397;"RL";8510;NA;"NAmes";5;1971;1971;1050;0;1050;1043;1;0;1;1;6;1;336;2009;"Normal";143000
398;"RL";7038;NA;"NAmes";4;1970;1970;864;0;864;864;1;0;1;0;5;2;576;2009;"Abnorml";76500
399;"RL";6960;NA;"NAmes";4;1970;1970;864;0;864;864;0;0;1;0;5;2;660;2009;"Normal";120500
400;"RL";8120;NA;"NAmes";4;1970;1970;864;0;864;864;0;0;1;0;5;2;463;2009;"Normal";124500
401;"RL";10500;NA;"NAmes";4;1971;1971;864;0;864;864;0;0;1;0;4;2;576;2009;"Abnorml";97000
402;"RL";9000;NA;"NAmes";4;1971;2006;864;0;864;864;0;0;1;0;5;2;576;2009;"Normal";130000
403;"RM";1680;NA;"BrDale";6;1973;1973;483;504;987;483;1;0;1;1;5;1;264;2009;"Normal";111000
404;"RM";2368;NA;"BrDale";5;1970;1970;765;600;1365;765;0;0;1;1;7;2;440;2009;"Normal";125000
405;"RM";1680;NA;"BrDale";5;1971;1971;630;672;1302;630;0;0;2;1;6;1;280;2009;"Abnorml";112000
406;"RM";1680;NA;"BrDale";6;1972;1972;483;504;987;483;1;0;1;1;5;1;288;2009;"Normal";97000
407;"RM";1680;NA;"BrDale";6;1972;2007;483;504;987;483;0;0;1;1;5;1;264;2009;"Normal";118000
408;"RM";1680;NA;"BrDale";5;1972;1972;630;672;1302;630;0;0;2;1;6;1;264;2009;"Normal";119500
409;"RL";4928;NA;"NPkVill";6;1976;1976;958;0;958;958;0;0;2;0;5;2;440;2009;"Normal";143750
410;"RL";2308;NA;"NPkVill";6;1976;1976;804;744;1548;804;0;0;2;1;7;2;440;2009;"Normal";146000
411;"RL";2280;NA;"NPkVill";6;1976;1976;855;601;1456;855;0;0;2;1;7;2;440;2009;"Normal";148500
412;"RL";2280;NA;"NPkVill";7;1975;1975;1055;0;1055;1057;0;1;2;0;4;2;440;2009;"Normal";123000
413;"RL";2308;NA;"NPkVill";6;1974;1974;855;467;1322;855;0;1;2;1;6;2;440;2009;"Normal";147000
414;"RL";2349;NA;"NPkVill";6;1977;1977;855;601;1456;855;0;0;2;1;6;2;440;2009;"Normal";137900
415;"RL";2364;NA;"NPkVill";6;1978;1978;804;744;1548;804;0;1;2;1;7;2;440;2009;"Normal";147000
416;"RL";2289;NA;"NPkVill";6;1978;1978;855;586;1441;855;0;0;2;1;7;2;440;2009;"Normal";148500
417;"RL";2364;NA;"NPkVill";6;1978;1978;855;601;1456;855;0;0;2;1;6;2;440;2009;"Normal";138000
418;"RL";2104;NA;"NPkVill";7;1976;1976;836;0;836;836;0;1;1;0;5;1;345;2009;"Normal";128500
419;"RL";7150;NA;"NAmes";5;1967;1967;892;0;892;892;0;0;1;0;5;1;288;2009;"Normal";100000
420;"RL";10710;NA;"NAmes";5;1966;2004;1120;0;1120;864;0;1;1;0;5;2;656;2009;"Normal";148800
421;"RL";12456;NA;"NridgHt";10;2006;2007;1718;0;1718;1700;1;0;2;0;7;3;786;2009;"Normal";337500
422;"RL";14257;NA;"NridgHt";9;2007;2007;1794;978;2772;1776;1;0;3;1;10;3;754;2009;"Normal";462000
423;"RL";13518;NA;"NridgHt";9;2008;2009;1966;1174;3140;1926;0;0;3;1;11;3;820;2009;"Partial";485000
424;"RL";15431;NA;"NridgHt";10;2008;2008;2402;0;2402;3094;1;0;2;0;10;3;672;2009;"Normal";555000
425;"RL";13173;NA;"NridgHt";9;2006;2007;1652;0;1652;1652;1;0;2;0;6;2;840;2009;"Normal";325000
426;"RL";14230;NA;"NridgHt";8;2007;2007;1600;0;1600;1566;0;0;2;0;7;3;890;2009;"Normal";256300
427;"RL";12704;NA;"NridgHt";8;2008;2009;2042;0;2042;2042;0;0;2;1;8;3;1390;2009;"Partial";253293
428;"RL";12350;NA;"NridgHt";9;2009;2009;1365;1325;2690;1365;1;0;2;1;8;3;864;2009;"Partial";398800
429;"RL";11308;NA;"NridgHt";9;2008;2008;1130;1054;2184;1104;1;0;2;1;10;3;836;2009;"Normal";335000
430;"RL";12350;NA;"NridgHt";9;2008;2008;2020;0;2020;2020;1;0;2;0;7;3;896;2009;"Normal";404000
431;"RL";12220;NA;"NridgHt";10;2009;2009;2020;0;2020;2006;1;0;2;1;9;3;900;2009;"Partial";402861
432;"RL";13478;NA;"NridgHt";10;2008;2008;1728;568;2296;1722;1;0;2;1;10;3;842;2009;"Normal";451950
433;"RL";13693;NA;"NridgHt";10;2007;2007;2674;0;2674;2630;2;0;2;1;8;3;762;2009;"Normal";610000
434;"RL";13891;NA;"NridgHt";9;2008;2009;1734;1088;2822;1734;0;0;3;1;12;3;1020;2009;"Partial";582933
435;"RL";11578;NA;"NridgHt";9;2008;2008;1736;0;1736;1736;0;0;2;0;7;3;834;2009;"Normal";360000
436;"RL";16870;NA;"NridgHt";8;2004;2005;1782;0;1782;1782;1;0;2;0;7;3;932;2009;"Normal";296000
437;"RL";23303;NA;"NridgHt";8;2007;2007;1508;1012;2520;1508;1;0;2;1;10;3;640;2009;"Family";409900
438;"RL";11146;NA;"NridgHt";8;2006;2006;1717;0;1717;1709;0;0;2;0;7;3;908;2009;"Normal";255500
439;"RL";10367;NA;"NridgHt";9;2008;2008;1743;0;1743;1739;1;0;2;0;8;3;927;2009;"Normal";335000
440;"RL";9591;NA;"NridgHt";8;2004;2005;1713;0;1713;1713;1;0;2;0;7;3;856;2009;"Normal";274900
441;"RL";10872;NA;"NridgHt";9;2006;2006;1531;0;1531;1504;1;0;2;0;6;3;700;2009;"Normal";300000
